"Campaign Name",Day,"Ad Set Name","Ad Name","Impression Device","Delivery Status","Delivery Level",Reach,Impressions,"Amount Spent (BRL)",Frequency,"Unique Link Clicks","Link Clicks","Page Engagement","3-Second Video Views","Video Average Watch Time","Clicks (All)","Leads (Form)","Page Likes","Post Engagement",Objective,"Reporting Starts","Reporting Ends"
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",android_smartphone,inactive,ad,1506,1519,16.19,1.0086321381142,15,15,20,,,44,,,20,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Reach",2019-03-05,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,4116,4256,7.83,1.0340136054422,3,3,231,228,1,21,,,231,REACH,2019-03-05,2019-03-05
"[remo] Reach",2019-04-20,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3281,3344,7.83,1.0192014629686,7,7,172,165,1,9,,,172,REACH,2019-04-20,2019-04-20
"[remo] Reach",2019-03-03,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3751,3799,7.8,1.0127965875766,5,5,204,197,1,15,,,204,REACH,2019-03-03,2019-03-03
"[remo] Reach",2019-03-06,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,4262,4368,7.8,1.0248709526044,3,3,218,214,1,16,,,218,REACH,2019-03-06,2019-03-06
"[remo] Reach",2019-04-26,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3085,3154,7.79,1.0223662884927,4,4,123,118,1,13,,,123,REACH,2019-04-26,2019-04-26
"[remo] Reach",2019-02-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3758,3806,7.76223,1.0127727514635,2,2,291,289,1,12,,,291,REACH,2019-02-17,2019-02-17
"[remo] Reach",2019-03-07,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3923,3990,7.74,1.0170787662503,3,3,187,184,1,11,,,187,REACH,2019-03-07,2019-03-07
"[remo] Reach",2019-02-25,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3394,3429,7.69,1.0103123158515,3,3,173,168,1,8,,,173,REACH,2019-02-25,2019-02-25
"[remo] Reach",2019-04-29,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,3171,3240,7.49,1.0217596972564,3,3,149,145,1,4,,,149,REACH,2019-04-29,2019-04-29
"[remo] Messages",2019-03-04,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,824,946,7.14,1.1480582524272,7,7,8,,,12,,,8,MESSAGES,2019-03-04,2019-03-04
"[remo] Messages",2019-03-05,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,901,1079,7.06,1.1975582685905,5,5,5,,,16,,,5,MESSAGES,2019-03-05,2019-03-05
"[remo] Messages",2019-03-06,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,810,952,6.78,1.1753086419753,4,4,7,,,12,,,7,MESSAGES,2019-03-06,2019-03-06
"[remo] Messages",2019-03-07,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,898,1052,6.68,1.1714922048998,7,7,7,,,21,,,7,MESSAGES,2019-03-07,2019-03-07
"[remo] Messages",2019-03-03,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,811,934,6.48,1.1516646115906,4,4,8,,,8,,,8,MESSAGES,2019-03-03,2019-03-03
"[remo] Post Engagement",2019-03-02,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,839,881,6.2,1.0500595947557,,,451,451,5,24,,,451,POST_ENGAGEMENT,2019-03-02,2019-03-02
"[remo] Post Engagement",2019-03-06,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,1218,1326,5.55,1.0886699507389,,,593,588,4,27,,,593,POST_ENGAGEMENT,2019-03-06,2019-03-06
"[remo] Post Engagement",2019-03-04,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,1060,1190,5.52,1.122641509434,,,555,549,4,33,,,555,POST_ENGAGEMENT,2019-03-04,2019-03-04
"[remo] Event Responses",2019-02-01,"[remo] Event Responses | Stand-up Grajaú","[remo] Stand-up Grajaú | Comediando 01.02.2019",iphone,inactive,ad,338,347,5.5,1.0266272189349,4,4,4,,,8,,,4,EVENT_RESPONSES,2019-02-01,2019-02-01
"[remo] Post Engagement",2019-03-05,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,1120,1236,5.44,1.1035714285714,,,573,571,4,32,,,573,POST_ENGAGEMENT,2019-03-05,2019-03-05
"[remo] Post Engagement",2019-03-07,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,1064,1163,5.38,1.093045112782,,,452,450,4,30,,,453,POST_ENGAGEMENT,2019-03-07,2019-03-07
"[remo] Post Engagement",2019-03-03,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,926,1017,5.25,1.0982721382289,,,479,476,5,31,,,479,POST_ENGAGEMENT,2019-03-03,2019-03-03
"[remo] Event Responses",2019-04-12,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",iphone,inactive,ad,125,249,4.86,1.992,1,1,1,,,4,,,1,EVENT_RESPONSES,2019-04-12,2019-04-12
"[remo] Event Responses",2019-04-09,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",android_smartphone,inactive,ad,215,422,4.45,1.9627906976744,8,10,14,,,24,,,14,EVENT_RESPONSES,2019-04-09,2019-04-09
"[remo] Event Responses",2019-04-10,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",android_smartphone,inactive,ad,225,383,4.33,1.7022222222222,2,2,5,,,5,,,6,EVENT_RESPONSES,2019-04-10,2019-04-10
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,171,290,4.08,1.6959064327485,,,30,29,2,2,,,30,MESSAGES,2019-01-05,2019-01-05
"[remo] Messages",2019-01-06,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,189,295,4,1.5608465608466,1,1,32,30,2,7,,,32,MESSAGES,2019-01-06,2019-01-06
"[remo] Event Responses",2019-04-11,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",iphone,inactive,ad,121,256,3.55,2.1157024793388,1,1,2,,,6,,,2,EVENT_RESPONSES,2019-04-11,2019-04-11
"[remo] Messages",2019-01-12,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,404,461,2.85,1.1410891089109,,,29,29,1,1,,,29,MESSAGES,2019-01-12,2019-01-12
"[remo] Messages",2019-01-06,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,441,518,2.68,1.1746031746032,1,1,24,23,1,9,,,24,MESSAGES,2019-01-06,2019-01-06
"[remo] Messages",2019-01-04,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,127,215,2.61,1.6929133858268,,,21,16,2,4,,,21,MESSAGES,2019-01-04,2019-01-04
"[remo] Messages",2019-01-13,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,396,430,2.55,1.0858585858586,,,31,29,1,4,,,31,MESSAGES,2019-01-13,2019-01-13
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,578,677,2.54,1.1712802768166,,,31,31,2,4,,,31,MESSAGES,2019-01-05,2019-01-05
"[remo] Messages",2019-01-03,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,132,202,2.44,1.530303030303,,,23,20,2,2,,,23,MESSAGES,2019-01-03,2019-01-03
"[remo] Reach",2019-04-10,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,814,831,2.4079295532646,1.0208845208845,1,1,49,48,1,3,,,49,REACH,2019-04-10,2019-04-10
"[remo] Post Engagement",2019-03-08,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",android_smartphone,not_delivering,ad,470,483,2.26,1.0276595744681,,,216,216,5,12,,,216,POST_ENGAGEMENT,2019-03-08,2019-03-08
"[remo] Messages",2019-01-07,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,118,169,2.24,1.4322033898305,,,14,14,2,1,,,14,MESSAGES,2019-01-07,2019-01-07
"[remo] Reach",2019-04-12,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,784,814,2.208091537133,1.0382653061224,,,51,51,1,0,,,51,REACH,2019-04-12,2019-04-12
"[remo] Event Responses",2019-04-13,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",iphone,inactive,ad,78,127,2.16,1.6282051282051,,,,,,1,,,,EVENT_RESPONSES,2019-04-13,2019-04-13
"[remo] Reach",2019-02-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,962,973,2.15784,1.0114345114345,,,72,72,1,3,,,72,REACH,2019-02-17,2019-02-17
"[remo] Reach",2019-03-04,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,1098,1131,2.13,1.0300546448087,,,55,55,1,0,,,55,REACH,2019-03-04,2019-03-04
"[remo] Reach",2019-03-03,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,903,929,2.13,1.0287929125138,,,36,36,1,3,,,36,REACH,2019-03-03,2019-03-03
"[remo] Reach",2019-04-09,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,783,800,2.12,1.021711366539,1,1,40,39,1,3,,,40,REACH,2019-04-09,2019-04-09
"[remo] Reach",2019-04-29,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,853,872,2.12,1.0222743259086,,,35,35,1,3,,,35,REACH,2019-04-29,2019-04-29
"[remo] Reach",2019-04-20,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,875,899,2.12,1.0274285714286,1,1,57,54,1,4,,,57,REACH,2019-04-20,2019-04-20
"[remo] Reach",2019-03-06,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,1090,1090,2.1,1,3,3,76,73,1,4,,,76,REACH,2019-03-06,2019-03-06
"[remo] Reach",2019-02-16,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,1034,1069,2.07,1.0338491295938,,,59,59,1,2,,,59,REACH,2019-02-16,2019-02-16
"[remo] Reach",2019-04-13,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,750,775,2.04,1.0333333333333,1,1,46,45,1,2,,,46,REACH,2019-04-13,2019-04-13
"[remo] Reach",2019-04-28,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,742,764,2.03,1.0296495956873,,,39,38,1,2,,,39,REACH,2019-04-28,2019-04-28
"[remo] Reach",2019-04-08,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,737,764,2.02,1.0366350067843,,,38,38,1,2,,,38,REACH,2019-04-08,2019-04-08
"[remo] Reach",2019-04-26,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,713,733,1.99,1.0280504908836,1,1,24,23,1,1,,,24,REACH,2019-04-26,2019-04-26
"[remo] Reach",2019-04-21,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,751,791,1.98,1.0532623169108,3,3,47,43,1,4,,,47,REACH,2019-04-21,2019-04-21
"[remo] Reach",2019-02-24,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,850,866,1.97,1.0188235294118,,,50,50,1,2,,,50,REACH,2019-02-24,2019-02-24
"[remo] Reach",2019-03-05,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,1045,1045,1.95,1,2,2,60,58,1,2,,,60,REACH,2019-03-05,2019-03-05
"[remo] Reach",2019-04-27,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,669,698,1.93,1.0433482810164,,,40,39,1,2,,,40,REACH,2019-04-27,2019-04-27
"[remo] Reach",2019-02-25,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,767,778,1.92,1.0143415906128,,,38,38,1,3,,,38,REACH,2019-02-25,2019-02-25
"[remo] Reach",2019-02-23,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,690,702,1.92,1.0173913043478,1,1,33,32,1,4,,,33,REACH,2019-02-23,2019-02-23
"[remo] Reach",2019-03-02,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,885,901,1.92,1.0180790960452,,,57,57,1,0,,,57,REACH,2019-03-02,2019-03-02
"[remo] Reach",2019-02-22,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,710,724,1.91,1.0197183098592,,,41,40,1,0,,,41,REACH,2019-02-22,2019-02-22
"[remo] Reach",2019-03-01,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,757,766,1.91,1.0118890356671,,,23,23,1,2,,,23,REACH,2019-03-01,2019-03-01
"[remo] Reach",2019-04-14,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,762,786,1.88,1.0314960629921,,,38,38,1,0,,,38,REACH,2019-04-14,2019-04-14
"[remo] Reach",2019-03-10,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,810,836,1.88,1.0320987654321,,,43,43,1,6,,,43,REACH,2019-03-10,2019-03-10
"[remo] Reach",2019-02-15,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,991,1002,1.86,1.0110998990918,1,1,48,46,1,6,,,48,REACH,2019-02-15,2019-02-15
"[remo] Reach",2019-02-26,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,721,732,1.86,1.0152565880721,,,38,38,1,0,,,38,REACH,2019-02-26,2019-02-26
"[remo] Reach",2019-04-19,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,724,746,1.8581474103586,1.0303867403315,,,34,34,1,1,,,34,REACH,2019-04-19,2019-04-19
"[remo] Reach",2019-04-17,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,694,718,1.85,1.0345821325648,1,1,48,47,1,3,,,48,REACH,2019-04-17,2019-04-17
"[remo] Reach",2019-02-21,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,677,696,1.83,1.0280649926145,1,1,32,31,1,3,,,32,REACH,2019-02-21,2019-02-21
"[remo] Reach",2019-03-07,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,872,893,1.83,1.0240825688073,,,40,40,1,2,,,40,REACH,2019-03-07,2019-03-07
"[remo] Reach",2019-02-18,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,759,779,1.82,1.0263504611331,1,1,50,48,1,5,,,50,REACH,2019-02-18,2019-02-18
"[remo] Reach",2019-04-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,703,724,1.8084543125534,1.0298719772404,1,1,41,40,1,3,,,41,REACH,2019-04-11,2019-04-11
"[remo] Reach",2019-02-28,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,607,620,1.78,1.0214168039539,,,34,34,1,0,,,34,REACH,2019-02-28,2019-02-28
"[remo] Messages",2019-01-08,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,407,432,1.76,1.0614250614251,,,30,29,2,6,,,30,MESSAGES,2019-01-08,2019-01-08
"[remo] Reach",2019-03-08,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,802,826,1.76,1.0299251870324,1,1,33,31,1,2,,,33,REACH,2019-03-08,2019-03-08
"[remo] Reach",2019-03-11,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,775,798,1.75,1.0296774193548,,,44,44,1,0,,,44,REACH,2019-03-11,2019-03-11
"[remo] Reach",2019-02-27,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,651,662,1.74,1.0168970814132,,,43,43,1,0,,,43,REACH,2019-02-27,2019-02-27
"[remo] Reach",2019-02-19,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,700,717,1.72,1.0242857142857,1,1,33,32,1,2,,,33,REACH,2019-02-19,2019-02-19
"[remo] Reach",2019-04-25,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,655,680,1.72,1.0381679389313,,,29,29,1,0,,,29,REACH,2019-04-25,2019-04-25
"[remo] Messages",2019-03-02,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,149,150,1.72,1.006711409396,1,1,4,,,6,,,4,MESSAGES,2019-03-02,2019-03-02
"[remo] Reach",2019-03-09,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,765,783,1.71,1.0235294117647,1,1,34,33,1,4,,,34,REACH,2019-03-09,2019-03-09
"[remo] Reach",2019-04-22,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,837,872,1.71,1.0418160095579,,,45,45,1,1,,,45,REACH,2019-04-22,2019-04-22
"[remo] Reach",2019-04-24,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,682,713,1.7,1.0454545454545,,,20,20,1,1,,,20,REACH,2019-04-24,2019-04-24
"[remo] Reach",2019-04-30,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,640,663,1.69,1.0359375,,,38,38,1,4,,,38,REACH,2019-04-30,2019-04-30
"[remo] Reach",2019-04-15,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,749,767,1.68,1.0240320427236,,,44,44,1,2,,,44,REACH,2019-04-15,2019-04-15
"[remo] Reach",2019-04-23,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,683,721,1.67,1.0556368960469,,,41,41,1,0,,,41,REACH,2019-04-23,2019-04-23
"[remo] Messages",2019-01-11,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,296,312,1.62,1.0540540540541,,,9,9,1,2,,,9,MESSAGES,2019-01-11,2019-01-11
"[remo] Messages",2019-01-14,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,278,297,1.62,1.068345323741,,,24,23,2,2,,,24,MESSAGES,2019-01-14,2019-01-14
"[remo] Messages",2019-01-04,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,413,467,1.6,1.1307506053269,3,3,36,31,2,9,,,36,MESSAGES,2019-01-04,2019-01-04
"[remo] Messages",2019-01-09,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,333,351,1.6,1.0540540540541,,,18,16,1,3,,,18,MESSAGES,2019-01-09,2019-01-09
"[remo] Event Responses",2019-04-10,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",iphone,inactive,ad,80,140,1.59,1.75,,,2,,,5,,,2,EVENT_RESPONSES,2019-04-10,2019-04-10
"[remo] Reach",2019-04-16,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,617,646,1.58,1.0470016207455,,,29,29,1,1,,,29,REACH,2019-04-16,2019-04-16
"[remo] Reach",2019-04-18,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,592,625,1.57,1.0557432432432,,,27,27,1,1,,,27,REACH,2019-04-18,2019-04-18
"[remo] Messages",2019-01-06,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,75,106,1.55,1.4133333333333,,,11,11,2,0,,,11,MESSAGES,2019-01-06,2019-01-06
"[remo] Reach",2019-02-20,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",iphone,not_delivering,ad,640,664,1.54,1.0375,1,1,33,32,1,1,,,33,REACH,2019-02-20,2019-02-20
"[remo] Messages",2019-01-10,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,294,305,1.52,1.0374149659864,,,15,14,1,3,,,15,MESSAGES,2019-01-10,2019-01-10
"[remo] Messages",2019-01-15,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,271,286,1.49,1.0553505535055,,,16,16,1,1,,,16,MESSAGES,2019-01-15,2019-01-15
"[remo] Messages",2019-01-07,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,328,354,1.46,1.0792682926829,2,2,22,19,2,8,,,22,MESSAGES,2019-01-07,2019-01-07
"[remo] Messages",2019-01-03,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,405,450,1.45,1.1111111111111,,,25,25,2,2,,,25,MESSAGES,2019-01-03,2019-01-03
"[remo] Messages",2019-01-05,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,67,98,1.31,1.4626865671642,,,17,15,3,1,,,17,MESSAGES,2019-01-05,2019-01-05
"[remo] Event Responses",2019-04-09,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",iphone,inactive,ad,72,124,1.27,1.7222222222222,2,2,4,,,7,,,4,EVENT_RESPONSES,2019-04-09,2019-04-09
"[remo] Messages",2019-03-08,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",android_smartphone,not_delivering,ad,182,185,1.16,1.0164835164835,2,2,2,,,2,,,2,MESSAGES,2019-03-08,2019-03-08
"[remo] Messages",2019-01-02,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,97,118,1.09,1.2164948453608,,,19,18,4,3,,,19,MESSAGES,2019-01-02,2019-01-02
"[remo] Reach",2019-03-12,"[remo] Reach | 101","[remo] 101 (not expanded) | Geral",android_smartphone,not_delivering,ad,549,553,1.07,1.0072859744991,1,1,35,34,2,2,,,35,REACH,2019-03-12,2019-03-12
"[remo] Messages",2019-01-07,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,54,69,0.95,1.2777777777778,,,5,5,1,1,,,5,MESSAGES,2019-01-07,2019-01-07
"[remo] Event Responses",2019-04-08,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",android_smartphone,inactive,ad,87,103,0.93,1.183908045977,1,1,3,,,3,,,3,EVENT_RESPONSES,2019-04-08,2019-04-08
"[remo] Messages",2019-01-03,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,44,72,0.89,1.6363636363636,1,1,13,11,2,3,,,13,MESSAGES,2019-01-03,2019-01-03
"[remo] Event Responses",2019-04-10,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",desktop,inactive,ad,25,32,0.88,1.28,,,1,,,2,,,1,EVENT_RESPONSES,2019-04-10,2019-04-10
"[remo] Messages",2019-01-16,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,194,202,0.87,1.0412371134021,,,6,6,1,2,,,6,MESSAGES,2019-01-16,2019-01-16
"[remo] Event Responses",2019-04-12,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",desktop,inactive,ad,20,28,0.86,1.4,,,,,,0,,,,EVENT_RESPONSES,2019-04-12,2019-04-12
"[remo] Messages",2019-01-02,"[remo] Click to Messenger | Geral","[remo] Geral | Video Template",android_smartphone,not_delivering,ad,282,296,0.82,1.0496453900709,,,12,12,1,0,,,12,MESSAGES,2019-01-02,2019-01-02
"[remo] Event Responses",2019-04-11,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",desktop,inactive,ad,26,37,0.81,1.4230769230769,,,,,,0,,,,EVENT_RESPONSES,2019-04-11,2019-04-11
"[remo] Post Engagement",2019-03-03,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,108,121,0.65,1.1203703703704,,,57,56,4,4,,,57,POST_ENGAGEMENT,2019-03-03,2019-03-03
"[remo] Post Engagement",2019-03-07,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,113,126,0.64,1.1150442477876,,,56,56,4,3,,,56,POST_ENGAGEMENT,2019-03-07,2019-03-07
"[remo] Messages",2019-01-04,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,40,56,0.64,1.4,,,4,3,2,1,,,4,MESSAGES,2019-01-04,2019-01-04
"[remo] Messages",2019-01-08,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",android_smartphone,not_delivering,ad,37,41,0.62,1.1081081081081,,,3,3,1,0,,,3,MESSAGES,2019-01-08,2019-01-08
"[remo] Post Engagement",2019-03-04,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,109,123,0.54,1.1284403669725,,,57,57,4,1,,,57,POST_ENGAGEMENT,2019-03-04,2019-03-04
"[remo] Messages",2019-01-02,"[remo] Click to Messenger | (MailChimp) Contatos","[remo] (MailChimp) Contatos | Video Template",iphone,not_delivering,ad,38,53,0.54,1.3947368421053,,,9,7,2,1,,,9,MESSAGES,2019-01-02,2019-01-02
"[remo] Event Responses",2019-04-13,"[remo] Event Responses | Likers (Aniversário)","[remo] Likers | Aniversário",desktop,inactive,ad,8,10,0.51,1.25,,,,,,0,,,,EVENT_RESPONSES,2019-04-13,2019-04-13
"[remo] Post Engagement",2019-03-02,"[remo] Post Engagement | Geral","[remo] Geral | Dia da Mulher Maravilha",iphone,not_delivering,ad,64,66,0.5,1.03125,,,29,29,3,1,,,29,POST_ENGAGEMENT,2019-03-02,2019-03-02
"[remo] Messages",2019-03-06,"[remo] Click to Messenger | Geral","[remo] Geral | Dia da Mulher",iphone,not_delivering,ad,51,61,0.49,1.1960784313725,,,1,,,3,,,1,MESSAGES,2019-03-06,2019-03-06
